web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669063398-660","https://shopee.co.id/mall/brands/11042849","camel active","https://shopee.co.id/camelactive.official","","348","45% (hitungan jam)","3,5RB","4.9 (734 penilaian)","19 bulan lalu","null","KOTA JAKARTA BARAT","camel active Men Shirt (102FW19146862)Rp599.00030 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/camel-active-Men-Shirt-(102FW19146862)-i.421764633.2947377681?sp_atk=873dbe88-21c6-4d75-8b83-a46a48bc233b&xptdk=873dbe88-21c6-4d75-8b83-a46a48bc233b","null","null","null","null","null"
"1669063422-661","https://shopee.co.id/mall/brands/11042849","Calvin Klein","https://shopee.co.id/calvinkleinofficial","","269","100% (hitungan menit)","24,6RB","4.7 (217 penilaian)","24 bulan lalu","null","KAB. BOGOR","30%offCK Jeans - Kaos Pria - Monogram Sleeve Badge Regular_BlackDiskon Rp15RBRp990.000Rp693.00014 TerjualKAB. BOGOR","https://shopee.co.id/CK-Jeans-Kaos-Pria-Monogram-Sleeve-Badge-Regular_Black-i.338433639.9586228207?sp_atk=b986cac4-b339-45f7-93ab-e6e97b07d94b&xptdk=b986cac4-b339-45f7-93ab-e6e97b07d94b","null","null","null","null","null"
"1669063445-662","https://shopee.co.id/mall/brands/11042849","Calister","https://shopee.co.id/calister_official","","61","100% (hitungan menit)","4,7RB","4.8 (821 penilaian)","13 bulan lalu","null","KAB. TANGERANG","51%offCalister - Baju stone lettering grey apparel feel good qualityRp120.000Rp58.80081 TerjualKAB. TANGERANG","https://shopee.co.id/Calister-Baju-stone-lettering-grey-apparel-feel-good-quality-i.580453488.11770544551?sp_atk=9f139c2d-7cdb-45b0-8a27-3199a7c71f8f&xptdk=9f139c2d-7cdb-45b0-8a27-3199a7c71f8f","null","null","null","null","null"
"1669063478-663","https://shopee.co.id/mall/brands/11042849","C59","https://shopee.co.id/c59_official","","54","43% (hitungan jam)","null","5,1RB","4.8 (1,5RB penilaian)","null","KOTA BANDUNG","C59 Kaos Polos Putih 100% CottonRp139.000252 TerjualKOTA BANDUNG","https://shopee.co.id/C59-Kaos-Polos-Putih-100-Cotton-i.374588843.4179763691?sp_atk=f2063434-6f55-4cb8-af5f-60809338aea2&xptdk=f2063434-6f55-4cb8-af5f-60809338aea2","null","null","null","null","null"
"1669063500-664","https://shopee.co.id/mall/brands/11042849","Byford","https://shopee.co.id/byfordindonesiaofficialshop","","101","42% (hitungan jam)","1,3RB","4.9 (1,4RB penilaian)","27 bulan lalu","null","KOTA TANGERANG SELATAN","Byford Kaos Dalam Tanpa Lengan 3 pcs/pack - PBYT24S3RRp229.900221 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Byford-Kaos-Dalam-Tanpa-Lengan-3-pcs-pack-PBYT24S3R-i.303628571.3951860540?sp_atk=aa914ff0-8573-43c6-913e-846f82420b9d&xptdk=aa914ff0-8573-43c6-913e-846f82420b9d","null","null","null","null","null"
"1669063524-665","https://shopee.co.id/mall/brands/11042849","Buryamcer","https://shopee.co.id/buryamcer","","26","19% (hitungan jam)","911","4.9 (130 penilaian)","14 bulan lalu","null","KOTA JAKARTA SELATAN","Buryamcer Sticker Pack #2Rp30.00010 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Buryamcer-Sticker-Pack-2-i.548569287.12245459498?sp_atk=fcae3993-3690-473f-b4e4-66f6e4c136b7&xptdk=fcae3993-3690-473f-b4e4-66f6e4c136b7","null","null","null","null","null"
"1669063548-666","https://shopee.co.id/mall/brands/11042849","Buon Giorno","https://shopee.co.id/buongiornoofficial","","14","90% (hitungan jam)","191","4.9 (69 penilaian)","24 bulan lalu","null","KOTA JAKARTA SELATAN","36%offKemeja Pria Lengan Panjang, Buon Giorno B1 T2296 Size 14.5 - 19.5Rp599.900Rp383.9369 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Kemeja-Pria-Lengan-Panjang-Buon-Giorno-B1-T2296-Size-14.5-19.5-i.350025651.3669301961?sp_atk=f2b86658-c0a9-4859-a901-aac379d55e07&xptdk=f2b86658-c0a9-4859-a901-aac379d55e07","null","null","null","null","null"
"1669063591-667","https://shopee.co.id/mall/brands/11042849","Bullshirt","https://shopee.co.id/bullshirtstorebandung","","270","90% (hitungan jam)","3,5RB","4.9 (138 penilaian)","6 tahun lalu","null","KAB. BANDUNG BARAT","40%offTopi Baseball Polocap Bullshirt Nommad GreyRp110.000Rp66.0007 TerjualKAB. BANDUNG BARAT","https://shopee.co.id/Topi-Baseball-Polocap-Bullshirt-Nommad-Grey-i.8386935.12842163334?sp_atk=dd85fd51-6c15-40d7-82d0-82e4e5776207&xptdk=dd85fd51-6c15-40d7-82d0-82e4e5776207","null","null","null","null","null"
"1669063613-668","https://shopee.co.id/mall/brands/11042849","BULLS SYNDCT","https://shopee.co.id/bullssyndicateofficial","","208","86% (hitungan jam)","14,1RB","4.9 (2,2RB penilaian)","24 bulan lalu","null","KOTA SURAKARTA (SOLO)","BULLS SYNDICATE Jacket Thunderbolt BlackRp340.000 - Rp750.00073 TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/BULLS-SYNDICATE-Jacket-Thunderbolt-Black-i.334894736.10575255672?sp_atk=2360dd1e-8d86-46fc-a35c-8860e94eed93&xptdk=2360dd1e-8d86-46fc-a35c-8860e94eed93","null","null","null","null","null"
"1669063636-669","https://shopee.co.id/mall/brands/11042849","Buffalo","https://shopee.co.id/buffaloindonesia","","187","80% (hitungan jam)","15RB","4.8 (4,6RB penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","64%offBuffalo Celana Pendek Karet Rib Chino Oliver - Black - F1100010Diskon 50%Rp359.000Rp129.000478 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Buffalo-Celana-Pendek-Karet-Rib-Chino-Oliver-Black-F1100010-i.139186143.13611387898?sp_atk=1e323db4-6eca-42cc-97a4-a1ae6c110cfc&xptdk=1e323db4-6eca-42cc-97a4-a1ae6c110cfc","null","null","null","null","null"
"1669063659-670","https://shopee.co.id/mall/brands/11042849","Brotherholic","https://shopee.co.id/brotherholic","","477","98% (hitungan jam)","218,3RB","4.7 (176,6RB penilaian)","7 tahun lalu","null","KOTA JAKARTA BARAT","32%offBrotherholic celana panjang jeans hitam pria / celana jeans panjang hitam cowokRp250.000Rp171.00010RB+ TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Brotherholic-celana-panjang-jeans-hitam-pria-celana-jeans-panjang-hitam-cowok-i.5551633.70043921?sp_atk=987cde61-7420-4c04-ac32-e9d42110ef0e&xptdk=987cde61-7420-4c04-ac32-e9d42110ef0e","null","null","null","null","null"
"1669063682-671","https://shopee.co.id/mall/brands/11042849","BROODIS","https://shopee.co.id/broodis","","1,1RB","95% (hitungan jam)","178,6RB","4.8 (75,5RB penilaian)","6 tahun lalu","null","KOTA TANGERANG SELATAN","49%offBroodis Kemeja Basic Pria Pique Black Lengan PanjangDiskon Rp10RBRp299.000Rp152.0001,7RB TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Broodis-Kemeja-Basic-Pria-Pique-Black-Lengan-Panjang-i.12128133.130817441?sp_atk=73478846-307b-4c53-afdd-cd8b93057b76&xptdk=73478846-307b-4c53-afdd-cd8b93057b76","null","null","null","null","null"
"1669063707-672","https://shopee.co.id/mall/brands/11042849","Brill Eighty-Eight 88","https://shopee.co.id/brilleightyeightofficial","","886","98% (hitungan jam)","48RB","4.8 (29,6RB penilaian)","4 tahun lalu","null","KOTA TANGERANG SELATAN","Brill Eighty EIght - Kemeja Flanel Panjang Black Green Gray 88 L3343Rp132.000160 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Brill-Eighty-EIght-Kemeja-Flanel-Panjang-Black-Green-Gray-88-L3343-i.108031759.13146786800?sp_atk=d47ce4f7-98fd-4caa-99bf-3c0e87ddc02a&xptdk=d47ce4f7-98fd-4caa-99bf-3c0e87ddc02a","null","null","null","null","null"
"1669063730-673","https://shopee.co.id/mall/brands/11042849","BREY.CO","https://shopee.co.id/breycompany","","73","97% (hitungan jam)","70,3RB","4.8 (30,3RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","25%offBREY Jaket Pria Canvas Motor Rex Jacket CSDiskon Rp10RBMurah LebayRp228.750 - Rp240.0002,1RB TerjualKOTA BANDUNG","https://shopee.co.id/BREY-Jaket-Pria-Canvas-Motor-Rex-Jacket-CS-i.90704994.1604829063?sp_atk=5585720b-5f5e-4ee4-b2b1-0c24041ef015&xptdk=5585720b-5f5e-4ee4-b2b1-0c24041ef015","null","null","null","null","null"
"1669063755-674","https://shopee.co.id/mall/brands/11042849","Breakside","https://shopee.co.id/breakside","","503","98% (hitungan jam)","245,3RB","4.8 (159,5RB penilaian)","31 bulan lalu","null","KAB. BANDUNG","50%offBreakside  Hoodie Optimize - BlackDiskon Rp7RBKombo HematRp169.900 - Rp190.00010RB+ TerjualKAB. BANDUNG","https://shopee.co.id/Breakside-Hoodie-Optimize-Black-i.252027869.7732724139?sp_atk=2fe89e87-0d3a-4107-9b9b-5282f72554e8&xptdk=2fe89e87-0d3a-4107-9b9b-5282f72554e8","null","null","null","null","null"
"1669063779-675","https://shopee.co.id/mall/brands/11042849","Brand Revolution","https://shopee.co.id/revolutionbrand","","487","81% (hitungan jam)","4RB","4.8 (619 penilaian)","27 bulan lalu","null","KOTA BANDUNG","50%offBrand Revolution - Jaket Bomber Pria Slimfit Chasse RedCashback 40%Rp459.000Rp229.5003 TerjualKOTA BANDUNG","https://shopee.co.id/Brand-Revolution-Jaket-Bomber-Pria-Slimfit-Chasse-Red-i.298548899.6257086386?sp_atk=241ae320-c6cd-409a-aa9a-455b4e552a57&xptdk=241ae320-c6cd-409a-aa9a-455b4e552a57","null","null","null","null","null"
"1669063804-676","https://shopee.co.id/mall/brands/11042849","Brainsgland","https://shopee.co.id/brainsgland","","301","89% (hitungan jam)","143,4RB","4.7 (67,7RB penilaian)","33 bulan lalu","null","KOTA TANGERANG","45%offT-Shirt | Oversize | Happyness | Black | BrainsglandRp150.000Rp82.00010RB+ TerjualKOTA TANGERANG","https://shopee.co.id/T-Shirt-Oversize-Happyness-Black-Brainsgland-i.230682823.8946043458?sp_atk=f228b98a-9322-4d0e-8e64-6f1463aac6f2&xptdk=f228b98a-9322-4d0e-8e64-6f1463aac6f2","null","null","null","null","null"
"1669063830-677","https://shopee.co.id/mall/brands/11042849","Boyscode","https://shopee.co.id/boyscodeofficialstore","","126","81% (hitungan jam)","4,8RB","4.8 (4,6RB penilaian)","16 bulan lalu","null","KAB. TANGERANG","BOYSCODE Sendal Selop Pria Original Footwear Co. / Sendal Slop / Sendal Slip On / Sendal SlideMurah LebayGrosirRp54.5002,6RB TerjualKAB. TANGERANG","https://shopee.co.id/BOYSCODE-Sendal-Selop-Pria-Original-Footwear-Co.-Sendal-Slop-Sendal-Slip-On-Sendal-Slide-i.496400004.9983300516?sp_atk=1d6ad47b-768c-4811-b29f-e1967e33121c&xptdk=1d6ad47b-768c-4811-b29f-e1967e33121c","null","null","null","null","null"
"1669063854-678","https://shopee.co.id/mall/brands/11042849","Bossque Struggle Of Strength","https://shopee.co.id/bossqueofficial","","47","98% (hitungan menit)","77,9RB","4.8 (26,7RB penilaian)","3 tahun lalu","null","KOTA CIMAHI","67%offBossque - Crash Hoodie Original | M - XXL | Sweater | Suiter | Sweeter | Switer Hodie | Hoddie Jaket Pria Sweter Hudie Distro Cowok Original Keren Terbaru SunmoriDiskon 90%Murah LebayRp165.000 - Rp175.00010RB+ TerjualKOTA CIMAHI","https://shopee.co.id/Bossque-Crash-Hoodie-Original-M-XXL-Sweater-Suiter-Sweeter-Switer-Hodie-Hoddie-Jaket-Pria-Sweter-Hudie-Distro-Cowok-Original-Keren-Terbaru-Sunmori-i.180943528.4543308719?sp_atk=a431d09f-6ef3-4135-9dd0-aee66f6cba0b&xptdk=a431d09f-6ef3-4135-9dd0-aee66f6cba0b","null","null","null","null","null"
"1669063879-679","https://shopee.co.id/mall/brands/11042849","BOSKHA","https://shopee.co.id/boskha.official","","121","83% (hitungan jam)","8,5RB","4.8 (2,7RB penilaian)","25 bulan lalu","null","KAB. BANDUNG","38%offBoskha Caps Miki Hat Green-Black | Topi Pria | CorduroyRp120.000Rp74.4001,4RB TerjualKAB. BANDUNG","https://shopee.co.id/Boskha-Caps-Miki-Hat-Green-Black-Topi-Pria-Corduroy-i.321718662.8094015465?sp_atk=6b4bc957-f7d2-4268-b97a-23e550bb503c&xptdk=6b4bc957-f7d2-4268-b97a-23e550bb503c","null","null","null","null","null"
"1669063903-680","https://shopee.co.id/mall/brands/11042849","Borobudur","https://shopee.co.id/borobudur.deptstore","","224","95% (hitungan jam)","18,1RB","4.7 (9,9RB penilaian)","4 tahun lalu","null","KOTA JAKARTA PUSAT","68%offBorobudur - Beli 3 Hanya 120rb Kaos Polo Pria Promo Wangky Premium Paket BundlingPilih 3, bayar Rp120.000Rp220.000Rp70.00010RB+ TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Borobudur-Beli-3-Hanya-120rb-Kaos-Polo-Pria-Promo-Wangky-Premium-Paket-Bundling-i.91239442.7145468083?sp_atk=1223e204-667a-46a9-8942-6d1fda97584f&xptdk=1223e204-667a-46a9-8942-6d1fda97584f","null","null","null","null","null"
"1669063927-681","https://shopee.co.id/mall/brands/11042849","Born and Blessed","https://shopee.co.id/brblonline","","206","65% (hitungan jam)","9,2RB","4.8 (3,1RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","20%offMasker Nose Bridge 3 Ply - Born And BlessedMurah LebayRp59.000Rp47.200926 TerjualKOTA BANDUNG","https://shopee.co.id/Masker-Nose-Bridge-3-Ply-Born-And-Blessed-i.62340985.6755782711?sp_atk=5dc9574e-cc74-402d-8a5e-d7dbecc60746&xptdk=5dc9574e-cc74-402d-8a5e-d7dbecc60746","null","null","null","null","null"
"1669063951-682","https://shopee.co.id/mall/brands/11042849","BobbiesJeans.Co","https://shopee.co.id/bobbiesjeans.co","","103","65% (hitungan jam)","26,1RB","4.8 (11RB penilaian)","4 tahun lalu","null","KOTA CIMAHI","50%offBobbies Jeans. co Black Voyager V.2 Stitching ArcuateRp429.000Rp214.5001,3RB TerjualKOTA CIMAHI","https://shopee.co.id/Bobbies-Jeans.-co-Black-Voyager-V.2-Stitching-Arcuate-i.84490799.4334182079?sp_atk=e8000540-5359-4d9f-8d66-2a074a3b51dc&xptdk=e8000540-5359-4d9f-8d66-2a074a3b51dc","null","null","null","null","null"
"1669063974-683","https://shopee.co.id/mall/brands/11042849","Bluesville","https://shopee.co.id/bluesvilleofficial","","94","54% (hitungan jam)","2,6RB","4.9 (217 penilaian)","28 bulan lalu","null","KOTA TANGERANG SELATAN","Bluesville - Mountaineering Black T-shirt - Kaos PriaRp249.00013 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Bluesville-Mountaineering-Black-T-shirt-Kaos-Pria-i.288614810.3443652467?sp_atk=106f4dec-4576-4629-8b99-ed1577ec2b91&xptdk=106f4dec-4576-4629-8b99-ed1577ec2b91","null","null","null","null","null"
"1669063996-684","https://shopee.co.id/mall/brands/11042849","Bloop Endorse","https://shopee.co.id/bloopendorseofficial","","213","88% (hitungan jam)","3,6RB","4.8 (434 penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","30%offKaos Pria Bloopendorse Stateless Hitam - BLP-SE010Rp145.000Rp101.5005 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Kaos-Pria-Bloopendorse-Stateless-Hitam-BLP-SE010-i.188373014.4101809105?sp_atk=c519eff8-7813-492a-9095-95db5732b6e0&xptdk=c519eff8-7813-492a-9095-95db5732b6e0","null","null","null","null","null"
"1669064020-685","https://shopee.co.id/mall/brands/11042849","Bloods","https://shopee.co.id/bloods.marketplace","","7RB","80% (hitungan jam)","197RB","4.8 (169,3RB penilaian)","34 bulan lalu","null","KOTA CIMAHI","43%offBloods Series Backpack Tas Punggung Grails 01 BlackRp175.000Rp99.9007RB TerjualKOTA CIMAHI","https://shopee.co.id/Bloods-Series-Backpack-Tas-Punggung-Grails-01-Black-i.221855778.3083484533?sp_atk=ed2552b5-5f4c-4a6e-99cd-ed5ebe422405&xptdk=ed2552b5-5f4c-4a6e-99cd-ed5ebe422405","null","null","null","null","null"
"1669064044-686","https://shopee.co.id/mall/brands/11042849","BLNRS Project","https://shopee.co.id/blnrsproject.official","","38","65% (hitungan jam)","3,2RB","4.9 (614 penilaian)","15 bulan lalu","null","KOTA TANGERANG SELATAN","20%offBillionaire's Project X Muklay T-shirt V2 - Llama TerrorRp375.000Rp300.00040 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Billionaire's-Project-X-Muklay-T-shirt-V2-Llama-Terror-i.520135691.12180124623?sp_atk=e6c80060-a3b7-42f3-9ba5-05197156c2d1&xptdk=e6c80060-a3b7-42f3-9ba5-05197156c2d1","null","null","null","null","null"
"1669064069-687","https://shopee.co.id/mall/brands/11042849","BLJK","https://shopee.co.id/bljk21","","314","97% (hitungan menit)","12,1RB","4.8 (3,5RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","42%offBLJK Blackjack Cap Topi Pria trucker Green Patchs Hat | TP135ARMDiskon Rp7,5RBPilih 2, diskon Rp5.000Rp160.000Rp92.500170 TerjualKOTA BANDUNG","https://shopee.co.id/BLJK-Blackjack-Cap-Topi-Pria-trucker-Green-Patchs-Hat-TP135ARM-i.41998496.5679910294?sp_atk=445ced39-7782-499d-93ef-ae38322e30eb&xptdk=445ced39-7782-499d-93ef-ae38322e30eb","null","null","null","null","null"
"1669064092-688","https://shopee.co.id/mall/brands/11042849","BlithBaru","https://shopee.co.id/blith.co","","126","74% (hitungan jam)","16,4RB","4.8 (16,6RB penilaian)","29 bulan lalu","null","KOTA BANDUNG","50%offBLITH - Jaket Hoodie Sweater Cotton Tebal Terlaris TermurahCashback 10%Rp185.000Rp92.5003,4RB TerjualKOTA BANDUNG","https://shopee.co.id/BLITH-Jaket-Hoodie-Sweater-Cotton-Tebal-Terlaris-Termurah-i.272528080.9172292930?sp_atk=a0024082-6870-4471-b625-3759837b5434&xptdk=a0024082-6870-4471-b625-3759837b5434","null","null","null","null","null"
"1669064115-689","https://shopee.co.id/mall/brands/11042849","Blankwear","https://shopee.co.id/blankwearid","","349","98% (hitungan jam)","56,1RB","4.8 (19,7RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","61%offBlankwear - T-Shirt Rare WhitePilih 3, bayar Rp199.000Rp179.000Rp69.0001,6RB TerjualKOTA BANDUNG","https://shopee.co.id/Blankwear-T-Shirt-Rare-White-i.56461230.6696086753?sp_atk=857c8fa5-1679-49ec-9d61-1b3fce85adb1&xptdk=857c8fa5-1679-49ec-9d61-1b3fce85adb1","null","null","null","null","null"
"1669064138-690","https://shopee.co.id/mall/brands/11042849","Blanker","https://shopee.co.id/blanker","","373","88% (hitungan jam)","10,9RB","4.8 (2,6RB penilaian)","6 tahun lalu","null","KAB. BANDUNG","53%offBlanker Sweater Hoodie / Edisi Streetwear / Monalisa Monavid-19 / Hitam Black / Bahan Fleece Sablon PlastisolDiskon Rp5RBRp90.000 - Rp210.00036 TerjualKAB. BANDUNG","https://shopee.co.id/Blanker-Sweater-Hoodie-Edisi-Streetwear-Monalisa-Monavid-19-Hitam-Black-Bahan-Fleece-Sablon-Plastisol-i.21040314.10901444038?sp_atk=fe611b45-6835-4cbc-98c5-4d7014ceda22&xptdk=fe611b45-6835-4cbc-98c5-4d7014ceda22","null","null","null","null","null"
"1669064161-691","https://shopee.co.id/mall/brands/11042849","BLACK ID","https://shopee.co.id/blackidclothingofficial","","1,2RB","93% (hitungan jam)","67,1RB","4.8 (34,9RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","45%offBlack ID - Basic T shirt Kaos Polos 10 warnaRp125.000Rp69.0003,2RB TerjualKAB. BANDUNG","https://shopee.co.id/Black-ID-Basic-T-shirt-Kaos-Polos-10-warna-i.74591992.2937197872?sp_atk=c6df64cc-3f1b-40bf-8003-bb4ada8fe9fb&xptdk=c6df64cc-3f1b-40bf-8003-bb4ada8fe9fb","null","null","null","null","null"
"1669064185-692","https://shopee.co.id/mall/brands/11042849","BIG ORET","https://shopee.co.id/bigoret","","118","66% (hitungan jam)","12,7RB","4.9 (4RB penilaian)","5 tahun lalu","null","KOTA BEKASI","Big Oret Masker 3 Lapis Ukuran BesarGrosirRp25.00098 TerjualKOTA BEKASI","https://shopee.co.id/Big-Oret-Masker-3-Lapis-Ukuran-Besar-i.23725152.6026626407?sp_atk=0eac6f92-dd36-4225-b312-508948b2bcb5&xptdk=0eac6f92-dd36-4225-b312-508948b2bcb5","null","null","null","null","null"
"1669064209-693","https://shopee.co.id/mall/brands/11042849","Bexley","https://shopee.co.id/bexleyofficialshop","","31","36% (hitungan menit)","218","5.0 (113 penilaian)","12 bulan lalu","null","KOTA JAKARTA BARAT","70%offBEXLEY - Sweater Basic I NEED MORE SPACE Fleece Sweter Unisex Switer Korean Style Street StyleRp50.700 - Rp59.7002 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/BEXLEY-Sweater-Basic-I-NEED-MORE-SPACE-Fleece-Sweter-Unisex-Switer-Korean-Style-Street-Style-i.586732953.21837130109?sp_atk=b0ebfac5-841e-48e1-b62c-af5159565072&xptdk=b0ebfac5-841e-48e1-b62c-af5159565072","null","null","null","null","null"
"1669064234-694","https://shopee.co.id/mall/brands/11042849","Betterdays","https://shopee.co.id/betterdaysstore","","465","92% (hitungan jam)","87,4RB","4.7 (31,9RB penilaian)","4 tahun lalu","null","KOTA SURAKARTA (SOLO)","59%offBetterdays Kaos T-shirt Black - Btrdys LITORE BKDiskon Rp2RBKombo HematRp170.000Rp69.0002,7RB TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/Betterdays-Kaos-T-shirt-Black-Btrdys-LITORE-BK-i.94076808.9432151758?sp_atk=183db55f-aa54-4ac2-8c36-f3c8fe784043&xptdk=183db55f-aa54-4ac2-8c36-f3c8fe784043","null","null","null","null","null"
"1669064258-695","https://shopee.co.id/mall/brands/11042849","Bespoke Project","https://shopee.co.id/bespokeproject","","261","87% (hitungan jam)","48RB","4.8 (19,8RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","38%offBespoke Project - Raw Denim CollectionRp400.000Rp250.0004,5RB TerjualKOTA BANDUNG","https://shopee.co.id/Bespoke-Project-Raw-Denim-Collection-i.77231340.5537176573?sp_atk=8ff0f85b-d156-483e-9eff-fd09b51d2b5f&xptdk=8ff0f85b-d156-483e-9eff-fd09b51d2b5f","null","null","null","null","null"
"1669064283-696","https://shopee.co.id/mall/brands/11042849","BerryBenka Street","https://shopee.co.id/berrybenkastreetofficial","","171","100% (hitungan jam)","412,7RB","4.8 (56,5RB penilaian)","29 bulan lalu","null","KOTA TANGERANG SELATAN","55%offBerrybenka Street - Tas Ransel Jerome Roll Over Back PackDiskon Rp10RBRp279.000Rp125.0001,5RB TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Berrybenka-Street-Tas-Ransel-Jerome-Roll-Over-Back-Pack-i.280858759.5165369981?sp_atk=a74b2d32-4ad7-4605-908c-7ce640fc127f&xptdk=a74b2d32-4ad7-4605-908c-7ce640fc127f","null","null","null","null","null"
"1669064307-697","https://shopee.co.id/mall/brands/11042849","Berrybenka","https://shopee.co.id/berrybenkaofficial","","454","100% (hitungan jam)","2,6JT","4.9 (682,9RB penilaian)","4 tahun lalu","null","KOTA JAKARTA UTARA","36%offBerrybenka - Sepatu Hak Wanita Sofia Ibira Sandal Wide Strap HeelsDiskon 5%Rp249.000Rp159.00010RB+ TerjualKOTA JAKARTA UTARA","https://shopee.co.id/Berrybenka-Sepatu-Hak-Wanita-Sofia-Ibira-Sandal-Wide-Strap-Heels-i.81219906.9004956190?sp_atk=6c37bb1c-a764-469d-b482-7c0479fc5eb2&xptdk=6c37bb1c-a764-469d-b482-7c0479fc5eb2","null","null","null","null","null"
